行,取引先ID,法人番号,取引先名,最終判定,G列の訂正指示,I列_検証結果
2336,001Nn00000ht0K7,8013401000626,日野自動車株式会社,架電不可（元△判定が妥当と確認）,G列訂正：単体実額を再取得）：2026/4/1にARCHION傘下の子会社化で§3-3上は単体値が必要,"○ 妥当（G列訂正：単体実額を再取得）：2026/4/1にARCHION傘下の子会社化で§3-3上は単体値が必要。自社IR掲載の有報の単体売上高は第113期（2025年3月期）170,779百万円＝1,707.79億円、第112期176,248百万円＝1,762.48億円、第111期193,224百万円＝1,932.24億円で、いずれも300億の5倍超。1次記載の「4,075億円」は承認ソースで再現できず不採用。連結は2026年3月期約1兆5,500億円（減収）。"
2357,001Nn00000ht0KY,8010001074167,ＳＣＳＫ株式会社,架電可（G列訂正あり）,G列訂正：親子判定の根拠が誤り）：SCSKは住友商事のTOB（2025/10/30〜12/12、応募により議決権比率88.63%）成立を経て2026年3月12日に東証プライム上場廃止、住友商事の完全子会社となっ,"○ 妥当（G列訂正：親子判定の根拠が誤り）：SCSKは住友商事のTOB（2025/10/30〜12/12、応募により議決権比率88.63%）成立を経て2026年3月12日に東証プライム上場廃止、住友商事の完全子会社となっている。§3-3により子会社は単体でしか判定できず、G列の連結7,803.26億円は判定根拠として使えない。本検証では単体売上高を承認ソース本文から取得できなかった（第58期有価証券報告書 yuho202603_4Q.pdf の「提出会社の経営指標等」に記載があるがPDF本文へ未到達）。ただしSCSK単体が事業の大半を占め（FY2025/3の連結売上5,960億円）、単体が300億を下回る余地は事実上ないため架電可否は○のまま。G列は「連結」ではなく単体値に、H列は「住友商事の完全子会社」への訂正が必要。なお2026年3月にネットワンシステムズを統合したが存続会社はSCSKで商号変更・法人格消滅はなし（§6-7該当なし）。"
2394,001Nn00000ht0LE,7240001031724,株式会社ハローズ,架電可（G列訂正あり）,"G列訂正：2,257.19億円〈2026年2月期・非連結＝単体、営業収益〉）","○ 妥当（G列訂正：2,257.19億円〈2026年2月期・非連結＝単体、営業収益〉）。1次G列「2,165億円超」は自社IR月次売上高を12か月分こちらで合算した独自集計値で、承認ソースに記載された数値ではない（§3-4の「企業自身が発信した値」に当たらない）。正しくは2026年2月期決算短信〔日本基準〕(非連結)（2026/4/10 TDnet開示）の営業収益225,719百万円＝2,257.19億円（前期比7.1％増）。単体値で基準300億の約7.5倍のため架電可否は○のまま。指標名は「売上高」でなく「営業収益」（売上高＋その他営業収入）である点をH列に注記すべき。"
2395,001Nn00000ht0LF,4290001009413,西日本鉄道株式会社,架電不可（元△判定が妥当と確認）,"G列訂正：188,036百万円＝1,880.36億円は連結ではなく単体値）","○ 妥当（G列訂正：188,036百万円＝1,880.36億円は連結ではなく単体値）。自社IR/gBizINFOで連結営業収益は2025年3月期443,495百万円＝4,434.95億円と確認でき、会社概要の値と一致しないため単体と判断。2026年3月期決算短信（2026/5/14）も自社IRに掲載。西日本鉄道は上場親会社のため§3-3で連結・単体いずれでも可。営業収益は鉄道業のトップライン科目で§3-7の趣旨に沿う。連結・単体とも300億を大幅超過。"
2452,001Nn00000ht0ML,1180001035811,興和株式会社,架電可（G列訂正あり）,"G列訂正：5,322.69億円（2026年3月期・連結）が最新）","○ 妥当（G列訂正：5,322.69億円（2026年3月期・連結）が最新）。kowa.co.jpにドメイン限定した検索で会社概要の「2026年3月期 連結売上高532,269百万円＝5,322.69億円」「従業員7,906名（2026年3月現在・連結）」を確認。G列の5,569.23億円（556,923百万円）は2025年3月期の前期値で、鮮度が1期古い（§3-8の範囲内ではある）。興和株式会社は興和グループの親会社側のため連結値の採用は§3-3上OK。桁検算いずれもOK。300億基準は大幅超過で架電可否は変わらない。"
2464,001Nn00000ht0MZ,3010001034910,株式会社不二家,架電可（G列訂正あり）,G列訂正：単体値で判定すべき）：不二家は山崎製パンの連結子会社（2008年の第三者割当増資で出資比率51％、現在の議決権54.4％）,"○ 妥当（G列訂正：単体値で判定すべき）：不二家は山崎製パンの連結子会社（2008年の第三者割当増資で出資比率51％、現在の議決権54.4％）。§3-3により子会社は“単体”でしか判定できず、G列の連結値採用は根拠として不可。連結119,558百万円=1,195.58億円（2025年12月期・前期比108.7％）は数値自体は正しいが、正しい判定根拠は同決算短信の個別業績＝2025年12月期 個別売上高924.30億円（前期比112.4％／個別営業利益15.30億円・経常17.75億円・当期純利益13.31億円）。単体でも300億を大きく超えるため架電可否は○のまま。"
2482,001Nn00000ht0Ms,7010401057862,タマホーム株式会社,架電可（G列訂正あり）,"G列訂正：単体/連結の別を明記）：2026年5月期決算短信（2026/7/14開示）で連結売上高1,977.4億円・前期比1.5%減を確認","○ 妥当（G列訂正：単体/連結の別を明記）：2026年5月期決算短信（2026/7/14開示）で連結売上高1,977.4億円・前期比1.5%減を確認。G列の1,977億円は連結値であり単体ではないため「（2026年5月期・連結）」と記すべき。金額は基準を大幅超過。"
2494,001Nn00000ht0N6,1012301000965,株式会社三和,架電可（G列訂正あり）,"G列訂正：自社HP会社概要の記載は「売上高1,600億円」で決算期の明示なし","○ 妥当（G列訂正：自社HP会社概要の記載は「売上高1,600億円」で決算期の明示なし。1,650億円/2024年3月期は承認ソースで再現できず。流通ニュース報道では3月期売上高1,610億円・前期比0.3%増。持株会社(株)三和ホールディングス傘下だが操業主体の単体で300億を大幅超過のため架電可否は○。※上場の三和ホールディングス〈5929〉はシャッターメーカーで別法人、混同注意）"
2498,001Nn00000ht0ND,3120001098201,株式会社近鉄百貨店,架電可（G列訂正あり）,"G列訂正：近鉄グループHDの連結子会社〈特定子会社〉のため§3-3では単体値が判定基準で、連結1,254.50億円は根拠にできない）","○ 妥当（G列訂正：近鉄グループHDの連結子会社〈特定子会社〉のため§3-3では単体値が判定基準で、連結1,254.50億円は根拠にできない）。連結125,450百万円は再現できたが単体確定値は未取得。自社IRの個別業績は2026年2月期予想1,210億円で単体でも300億を大幅超過するため架電可否は○。なお百貨店業「総額売上高」2,445億円はグロス指標で会計上の売上高ではない（§3-7）。"
2507,001Nn00000ht0NN,4180001017641,株式会社トヨタシステムズ,架電可（G列訂正あり）,G列訂正,"○ 妥当（G列訂正の可能性：自社サイト内には2024年度実績2,279億円・資本金54億5,000万円の記載も確認。2,616億円（2025年度）は会社概要の更新値として流通するが、検索での露出は禁止ソース経由が主で公式ページ本文からの直接再現は取れず。トヨタ自動車100%子会社だが単体でいずれの値も300億を大幅超過のため架電可否は○）"
2534,001Nn00000ht0O1,2240001047246,株式会社エブリイ,架電可（G列訂正あり）,"G列訂正：1,154億円〈2025年6月期〉はエブリイホーミイHDのグループ売上高として記載される値で「単体」と断定できない","○ 妥当（G列訂正：1,154億円〈2025年6月期〉はエブリイホーミイHDのグループ売上高として記載される値で「単体」と断定できない。株式会社エブリイ単体は1,089億円〈2024年6月期・24期連続増収〉）。いずれの値でも300億を大幅超過のため架電可否は○のまま。G/H列に単体かグループかの別を明記すべき。法人番号2240001047246で同一法人を確認。"
