行,取引先ID,法人番号,取引先名,元H判定,最終判定,架電可,I列_検証結果,J列_ソース
1955,001Nn00000eVokA,4080401000843,株式会社遠鉄百貨店,△,架電不可（×要修正）,×,"× 要修正：遠鉄グループ公式（親会社=遠州鉄道の企業情報）の同社概要で2026年2月期 営業収益12,323,879千円＝123.24億円（単体）を確認。百貨店の営業収益は収益認識基準の純額表示による売上高相当額で、§3-7により最新基準の値を採用すると123.24億円＝300億円を大きく下回る。遠鉄グループ連結営業収益1,500.62億円のうちリテールサービス事業（百貨店＋食品スーパー）全体でも中間期348.48億円。E列「300億以上」は誤り",https://www.entetsu.co.jp/company/group/depart.html;https://www.entetsu.co.jp/koukoku/gyoseki.pdf;https://www.entetsu.co.jp/release/20250520_entetsu.pdf;https://www.endepa.com/company
1956,001Nn00000eVokD,4010401033255,日新商事株式会社,○,架電不可（△要再確認）,×,"△ 要再確認：数値自体は正しい（第82期＝2026年3月期の連結売上高39,425百万円＝394.25億円、前期比＋1.0%、営業損失1.85億円）を自社IR資料で再現確認。しかし2026/5/11公表のMBOで社長・筒井博昭氏が代表を務める買収目的会社EDIANDによるTOB（2,210円、5/12〜6/22）が成立し、上場廃止・SPCの完全子会社となっている。ラクスル型の事例であり§3-3により連結値は使用不可、単体で判定し直す必要がある。第82期有価証券報告書の提出会社（単体）売上高を4クエリ試みたが到達できず単体値が未確定（石油関連事業35,619百万円＝356.19億円は連結セグメント値であり単体ではない）。単体300億超なら○に戻せるため要再確認。",https://www.nissin-shoji.co.jp/storage/ir/pdf/502/82_Followup%20Report.pdf;https://www.nissin-shoji.co.jp/storage/ir/pdf/514/82_4Qyuuka.pdf;https://www.nissin-shoji.co.jp/ir/library/;https://www.nihon-ma.co.jp/news/20260623_7490-14/;https://www.nikkei.com/article/DGXZQOUC11AAA0R10C26A5000000/
1957,001Nn00000eVomn,7010001067799,フィリップ・モリス・ジャパン合同会社,×,架電不可（元×判定が妥当と確認）,×,"○ 妥当：既存の「× 法人格」判定が正しい（架電対象外のまま）。法人番号7010001067799の登記商号が『フィリップ・モリス・ジャパン合同会社』＝合同会社。§3-6により一律NG。E列1,000億円以上は判定に無関係。登記商号で確定（0クエリ）。",
1958,001Nn00000eVomr,9110001012818,グローバルウェーハズ・ジャパン株式会社,○,架電可,○,"○ 妥当：自社ドメインの採用サイト「数字で見るGWJ」で売上高551億円（2025年）・正規従業員1,227名（2026/4現在）・直近5年成長率123%を再現確認（§5-3の9に該当する承認ソース）。台湾GlobalWafers傘下の子会社だが、対象法人自身の売上高551億円が単体300億を超えるため§3-3を満たす。法人番号9110001012818＝新潟県北蒲原郡聖籠町で一致。留意：同ページは「9か国17拠点」等の親グループ規模と併記されており、551億円が単体値である旨の明示はない。",https://recruit.sas-globalwafers.co.jp/our_gwj/data/;https://www.sas-globalwafers.co.jp/;https://info.gbiz.go.jp/hojin/ichiran?hojinBango=9110001012818
1959,001Nn00000eVon2,3020001005290,高梨乳業株式会社,○,架電可,○,"○ 妥当：自社HP会社概要の売上高1,094億2,210万円で基準300億の3.6倍、金額が1割違っても判定は反転しない。自社グループの親会社であり§3-3の子会社論点なし。【社名の留意（§6-7）】登記商号は「高梨乳業株式会社」だが対外表記は一貫して「タカナシ乳業株式会社」（takanashi-milk.co.jp）。架電時の名乗り・受付での通りは「タカナシ乳業」とすべき。【今回の追加検証】自社ドメイン限定で金額をシード指定して再検索したが1,094億2,210万円および決算期の明示は再現できなかった。「2025年9月末」は会社概要ページ全体の基準日で、売上高は直近決算期の値である可能性が高い（G列の決算期表記は要確認）。単体/グループの別も明示なし。",https://www.takanashi-milk.co.jp/company/gaiyou;https://www.takanashi-milk.co.jp/company
1960,001Nn00000eVon5,8010701005322,ソニーネットワークコミュニケーションズ株式会社,○,架電可,○,"○ 妥当：ソニー100%子会社だが対象は子会社単体値（§3-3適合）。上場子会社ミークの「非上場の親会社等の決算に関するお知らせ」（JPX適時開示）は§5-3-4/§3-4-2の承認ソースで経路として正当。155,392百万円＝1,553.92億円の桁検算OK（§6-1）。今回の検索では当該PDF本文の数値までは再取得できなかったが、So-net/NURO光/nuroモバイルを運営する規模から300億基準は大差でクリアし誤判定リスクは実質ない。裏取り強化には自社の電子公告・決算公告ページ（第31期）が使える。",https://www.sonynetwork.co.jp/corporation/company/publicnotice/
1961,001Nn00000eVonI,5010601030076,ＴＯＴＯアクアエンジ株式会社,△,架電不可（△要再確認）,×,"△ 妥当：確認不可で正しい。当たった経路＝自社HP、TOTOのIR（有報・決算短信）、官報決算公告（1次調査で売上高欄が存在しない＝BS公告のみであることを確認済み）。追加検算＝TOTO連結売上高約6,900億円の10%＝約690億円を同社が超えることはなく、親会社有報「関係会社の状況」に単体実額は載らないため下限証明も不可。開示義務がなく探しても出ない△が確定した結論",
1962,001Nn00000eVonO,9120001077505,中山福株式会社,○,架電可,○,"○ 妥当：2026年3月期通期決算短信（2026/5/8開示・TDnet）で連結売上高43,052百万円＝430.52億円を確認、桁検算一致。第3四半期累計319.96億円（前年同期比＋3.3%）からの通期430億円台着地は四半期平均約107億円と整合的で、期初予想400億円を上振れたもの。東証上場の親会社のため連結採用可（§3-3）。基準比1.4倍・450億円未満のため薄めの行として記録。",https://ufocatch.com/Dir.aspx?refno=TD2026050800761&mode=TD;https://api.tdview.net/pdf/202605/140120260508520508.pdf
1963,001Nn00000eVonq,6010001065457,日本設備工業株式会社,○,架電可,○,○ 妥当：自社HP会社概要および自社採用サイト「数字で見る日本設備工業」で2026年3月期（第60期）売上高343億円・従業員425名（2026/4/1）を再現確認。前々期277億→前期308億→当期343億と増収トレンドが整合。高砂熱学工業グループの一員とされるが、仮に子会社であっても単体343億円で§3-3の「子会社は単体300億以上」を満たすため判定は変わらない。基準比＋14%と薄いため、次期が減収の場合は再判定が必要。,https://www.nihonsetsubi.co.jp/corporate/about/;https://www.nihonsetsubi.co.jp/recruit/figure/
1964,001Nn00000eVoqe,7010401060899,株式会社トライステージ,×,架電不可（元×判定が妥当と確認）,×,○ 妥当（H列訂正：消滅根拠は未再現）：確認できたのは、ベインキャピタルと組んだMBO（BCJ-60によるTOB、1株565円）成立により2022年8月22日に東証グロース上場廃止となった事実まで。H列の「2025年12月10日 合併により閉鎖」は再現できず根拠として弱い。ただし非公開化後は買収SPCの完全子会社で§3-3により単体判定となり、承認ソースに300億以上の記載がないため除外という結論自体は妥当。,https://www.jpx.co.jp/news/1023/20220722-11.html;https://info.gbiz.go.jp/hojin/ichiran?hojinBango=7010401060899
1965,001Nn00000eVorb,4050001024551,日立ＧＥニュークリア・エナジー株式会社,△,架電不可（△要再確認）,×,"△ 要再確認：官報決算公告に第19期売上高1,782億円との記載があると複数の二次サイト（決算公告データ倉庫・バフェット・コード・NIKKEI COMPASS）が示すが、官報の発行日・号数・頁を特定できず承認ソースに到達不能。当たった経路＝自社HP会社概要/所在地/社長挨拶/商号変更告知（財務情報なし）、gBizINFO、日立製作所IR（連結約9.7兆円で10%＝約9,700億円のため有報「関係会社の状況」に単体実額は載らない）。2025/6/1付で日立GEベルノバニュークリアエナジーへ商号変更＝法人格は存続。官報本体の掲載箇所を特定できれば○回収可能",https://www.hitachi-hgne.co.jp/about/outline/index.html;https://www.hitachi-hgne.co.jp/namechange.html;https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4050001024551
1966,001Nn00000eVot7,2010901005961,株式会社スウェーデンハウスリフォーム,×,架電不可（元×判定が妥当と確認）,×,○ 妥当（J列にURL補完）：親会社である株式会社スウェーデンハウスを存続会社とする吸収合併が2025年7月1日に効力発生し、株式会社スウェーデンハウスリフォームは消滅。消滅会社・存続会社双方の公式プレスリリースで確認。§6-7により対象外で確定。1次H列は出典URLが空欄だったため補完した。,https://www.swedenhouse.co.jp/press/detail.php?seq=268;https://www.swedenhouse.co.jp/press/detail.php?seq=274;https://swedenhouse-reform.co.jp/news/4482/
1967,001Nn00000eVoue,2010701003348,コスモエンジニアリング株式会社,○,架電可,○,"○ 妥当：自社HP会社概要に2026年3月31日現在の売上高396億円、従業員436名、株主コスモエネルギーホールディングス株式会社と明記。子会社だが単体396億円で§3-3を満たす。決算期も直近（§3-8）。なお決算公告系では442億4,100万円との別値も流通するが、いずれも300億超で判定は不変。同名の「コスモエンジニアリング株式会社（cosmo-eng.com／プラント設計）」が別に存在するが、D列のWebサイトcosmoeng.co.jpと一致しており取り違えなし（§6-2）。",https://www.cosmoeng.co.jp/company/company.html;https://www.cosmoeng.co.jp/company/result.html;https://catr.jp/companies/904a0/13563
1968,001Nn00000eVoui,3010701019351,新光商事株式会社,○,架電可,○,○ 妥当：自社IRニュースで2026年3月期決算短信の開示を確認。連結991億13百万円・単体448億19百万円といずれも300億を超えており、東証上場の親会社のため連結採用可（§3-3）。単体でも基準超過のため親子判定の論点は生じない。桁検算に矛盾なし。,https://shinko-sj.co.jp/irnews/10362/;https://shinko-sj.co.jp/corp/outline/
