取引先 ID,法人番号,取引先名,Web サイト,売上（範囲）,アポインターメモ_検索用,,
001Nn00000ht0bq,6310001001803,株式会社ひぐち,https://www.higuchi-gr.co.jp/company/,"6: 1,000億円以上",,819億円（2025年11月・グループ）,○ 自社HP会社概要。株式会社ひぐちを中核とするグループの2025年11月グループ合計総売上高819億円。https://www.higuchi-gr.co.jp/company/
001Nn00000ht0c5,8180301002579,株式会社ホットスタッフ,https://www.hotstaff.co.jp/corporate/profile/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社公式会社概要では売上高を非開示。直近3期の株式会社ホットスタッフ単体売上高を承認ソースで確認できず。https://www.hotstaff.co.jp/corporate/profile/
001Nn00000ht0cZ,4020001071646,株式会社ＹＡＭＡＮＡＫＡ,https://www.clean-yamanaka.com/ja/company/outline.html,"5: 300億円以上~1,000億円未満",,396億円（2025年8月期・単体）,○ 自社HP会社概要。2025年8月期売上高396億円。https://www.clean-yamanaka.com/ja/company/outline.html
001Nn00000ht0cb,7010401111553,株式会社ベイカレント,https://www.baycurrent.co.jp/aboutus/overview/,"6: 1,000億円以上",⭐◆08/27(木)、定時00:00、,"1,483億円（2026年2月期・連結）","○ 自社HP会社概要。2026年2月期連結売上高1,483億円。https://www.baycurrent.co.jp/aboutus/overview/"
001Nn00000ht0cf,5130001024625,株式会社プリントパック,https://www.printpac.jp/company/,"5: 300億円以上~1,000億円未満",x,450億円（2025年4月期・単体）,○ 自社HP会社概要。2025年4月期売上高450億円。https://www.printpac.jp/company/
001Nn00000ht0d3,6013201006759,日本クレア株式会社,https://www.clea-japan.com/company/outline.html,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HP・gBizINFOを確認したが、直近3期の日本クレア株式会社売上高を承認ソースで確認できず。二次情報の2024年9月期73.20億円は不採用。https://info.gbiz.go.jp/hojin/ichiran?hojinBango=6013201006759
001Nn00000ht0dI,9010501007807,株式会社タジマヤ,https://www.tajimaya-cc.net/company,"5: 300億円以上~1,000億円未満",◆09/02(水),370.90億円（2024年11月実績・単体）,"○ 自社HP企業情報。2024年11月実績売上高370億9,000万円。https://www.tajimaya-cc.net/company"
001Nn00000ht0dn,2130001009892,アークレイ株式会社,http://www.arkray.co.jp/japanese/index.html,"5: 300億円以上~1,000億円未満",⭐／,569億円（2025年10月期）,○ 自社HP会社概要。2025年10月期売上高569億円。https://www.arkray.co.jp/japanese/about/profile.html
001Nn00000ht0du,7122001007930,吉田鋼業株式会社,https://yoshidakougyou.com/,"5: 300億円以上~1,000億円未満",,710億円（2023年・単体）,○ 自社公式採用サイト。2023年過去最高売上高710億円。直近3期範囲内の承認ソースとして採用。https://yoshidakougyou.com/recruit/about/number
001Nn00000ht0em,1120001077347,井澤金属株式会社,https://izawa-metal.co.jp/,"5: 300億円以上~1,000億円未満",,715.89億円（2025年度・単体）,"○ 自社HP会社概要。令和7年度年商71,589百万円。https://izawa-metal.co.jp/outline/"
001Nn00000ht0f8,3500001006843,キスケ株式会社,https://kisuke.com/,"5: 300億円以上~1,000億円未満",,405億円（2026年3月期・単体）,○ 自社HP会社情報。2026年3月期売上高405億円。https://kisuke.com/company/about/
001Nn00000ht0fL,3120001090265,ミカサ商事株式会社,https://www.mikasa.co.jp/company/outline/,"5: 300億円以上~1,000億円未満",,443億円（2026年3月末・単体）,○ 自社HP会社概要。2026年3月末現在、単体売上高443億円（連結629億円）。https://www.mikasa.co.jp/company/outline/
001Nn00000ht0gT,1180001079973,株式会社ダイハチ,https://daihachi.jp/company/outline/,"5: 300億円以上~1,000億円未満",,619億円（2026年6月期・単体）,○ 自社HP会社概要。2026年6月期売上高619億円。https://daihachi.jp/company/outline/
001Nn00000ht0gV,5080001000689,遠藤科学株式会社,https://www.endokagaku.co.jp/company/profile/,"5: 300億円以上~1,000億円未満",,約333億円（現行会社概要・単体）,○ 自社HP会社概要。現行会社情報で年商約333億円。https://www.endokagaku.co.jp/company/profile/
001Nn00000ht0gg,6230001007172,株式会社ノースランド,http://www.northland.co.jp/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HP・公的公開情報を確認したが、直近3期の株式会社ノースランド売上高を承認ソースで確認できず。二次求人情報の2025年12月時点300億円は不採用。http://www.northland.co.jp/
001Nn00000ht0gr,4120001119930,ハニューフーズ株式会社,https://hanewfoods.com/about/#tab3,"6: 1,000億円以上",,"2,220.73億円（2025年12月期・単体）","○ 自社HPグループ概要。2025年12月期のハニューフーズ株式会社単体売上高222,073百万円。https://www.hanewfoods.com/about/"
001Nn00000ht0hP,6120001131611,株式会社イワセ・エスタ東京,,"5: 300億円以上~1,000億円未満",,確認不可,△ 承認ソースで株式会社イワセ・エスタ東京の直近売上高を確認できず。非承認求人媒体の514.52億円は不採用。
001Nn00000ht0hZ,5500001014225,愛媛製紙株式会社,https://www.ehimepaper.co.jp/about/,"5: 300億円以上~1,000億円未満",,314億円（2025年9月期・単体）,○ 自社HP会社概要。令和7年9月期売上高314億円。https://www.ehimepaper.co.jp/about/
001Nn00000ht0iR,8480001005364,三木産業株式会社,http://www.mikisangyo.co.jp/,"5: 300億円以上~1,000億円未満",,740億円（2026年3月期・単体）,○ 自社HP会社概要。2026年3月期年商740億円。https://mikisangyo.co.jp/corporate/profile/
001Nn00000ht0jz,1010001074512,商船三井テクノトレード株式会社,https://www.motech.co.jp/company/,"5: 300億円以上~1,000億円未満",,746億円（2024年度・単体）,○ 自社HP会社概要。商船三井グループ子会社だが対象法人の2024年度単体売上高746億円を直接開示。https://www.motech.co.jp/company/
001Nn00000ht0k1,4220001002283,株式会社金太,https://www.kk-kinta.co.jp/,"5: 300億円以上~1,000億円未満",,426億円（2026年3月期・単体）,○ 自社HP会社概要。令和8年3月売上高426億円。https://www.kk-kinta.co.jp/company/outline/index.html
001Nn00000ht0kM,2500001014252,カミ商事株式会社,https://kamisyoji.co.jp/,"6: 1,000億円以上",イワマシリュウ_2026/08/10,"1,162億円（2024年6月期・単体）","○ 自社HP会社概要。令和6年6月期売上高1,162億円。https://kamisyoji.co.jp/company/"
001Nn00000ht0kn,4020001029537,株式会社横浜シミズ,https://yokohama.shimizu-group.co.jp/company/,"5: 300億円以上~1,000億円未満",,【300億未満】50.48億円（2024年度・単体）,"× 300億未満。自社HP会社情報。令和6年度実績売上高50億4,774万円。https://yokohama.shimizu-group.co.jp/company/"
001Nn00000ht0lS,3290001009950,福岡造船株式会社,https://www.fukuzo.co.jp/companyprofile/overview,"5: 300億円以上~1,000億円未満",,444億円（2026年3月期・単体）,○ 自社HP会社案内。2026年3月期実績売上高444億円。https://www.fukuzo.co.jp/companyprofile/
001Nn00000ht0mM,1120001044933,大銑産業株式会社,https://www.daisensangyo.co.jp/company.html,"5: 300億円以上~1,000億円未満",◆08/18(火)、定時00:00、11:30,674.29億円（2025年度・単体）,"○ 自社HP会社概要。2025年度売上高674億2,871万円。https://www.daisensangyo.co.jp/company.html"
001Nn00000ht0ne,2010401091338,豊通食料株式会社,https://www.toyotsu-shokuryo.com/profile,"5: 300億円以上~1,000億円未満",,801億円（2026年3月期・単体）,○ 自社HP会社概要。豊田通商グループ子会社だが対象法人の2026年3月期年商801億円を直接開示。https://www.toyotsu-shokuryo.com/profile
001Nn00000ht0pD,5120001059647,白石カルシウム株式会社,https://www.shiraishi.co.jp/about/kogyo/profile.php,"5: 300億円以上~1,000億円未満",,699.07億円（2026年3月期・単体）,"○ 自社HP会社概要・業績推移。2026年3月期売上高69,907百万円。https://www.shiraishi.co.jp/about/calcium/profile.php"
001Nn00000ht0qk,9010401012139,サンヨー食品株式会社,https://www.sanyofoods.co.jp/company/about/,"6: 1,000億円以上",,491.09億円（2025年3月期・単体）,○ 自社公式採用サイト会社概要。2025年3月期単体売上高491億9百万円。https://www.sanyofoods.co.jp/recruit_page/outline.html
001Nn00000ht0qs,6010001055730,株式会社文祥堂,https://www.bunshodo.co.jp/corporate/overview/,"5: 300億円以上~1,000億円未満",,【300億未満】163.75億円（2025年8月期・単体）,"× 300億未満。自社HP会社概要。2025年8月31日時点売上高16,375百万円。https://www.bunshodo.co.jp/corporate/overview/"
001Nn00000ht0sS,9250001003679,山口産業株式会社,https://www.yamasan-grp.co.jp/info/summary/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HP・公的公開情報を確認したが、直近3期の山口産業株式会社売上高を承認ソースで確認できず。https://www.yamasan-grp.co.jp/info/summary/
001Nn00000ht0sa,3120001066364,ダイビル株式会社,https://www.daibiru.co.jp/,"5: 300億円以上~1,000億円未満",⭐,525.06億円（2026年3月期・単体）,"○ 自社HP企業概要。商船三井100%子会社だが対象法人の2026年3月期売上高52,506百万円を直接開示。https://www.daibiru.co.jp/company/outline/"
001Nn00000ht0sn,9180001041117,ミタチ産業株式会社,https://www.mitachi.co.jp/company/outline/,"5: 300億円以上~1,000億円未満",,"1,203.27億円（2026年5月期・連結）","○ 自社IR財務情報。2026年5月期連結売上高120,327百万円。https://www.mitachi.co.jp/ir/financial/"
001Nn00000ht0sw,5130001011549,株式会社ファーマフーズ,https://www.pharmafoods.co.jp/corporate/profile,"5: 300億円以上~1,000億円未満",☆Taanバイネーム(検索用)消さないで,652.60億円（2025年7月期・連結）,"○ 自社公式中期経営計画資料。2025年7月期年次売上高65,260百万円。https://www.pharmafoods.co.jp/irlib/2025-12-11_e2da1652163e138f836ec2f029b4b6ac.pdf"
001Nn00000ht0tB,3402701000193,橋爪商事株式会社,https://www.hasizme.co.jp/,"5: 300億円以上~1,000億円未満",,【300億未満】276億円（2024年度・単体）,× 300億未満。自社HP会社概要。令和6年度売上高276億円。https://www.hasizme.co.jp/company/company.html
001Nn00000ht0td,2120001041483,株式会社内村,https://www.uchimura.co.jp/,"5: 300億円以上~1,000億円未満",⭐◆システム担当/ハヤシ様,346億円（2025年8月時点・単体）,○ 自社HP会社概要。2025年8月現在年商額346億円。https://www.uchimura.co.jp/company/aboutus/
001Nn00000ht0th,4120901013175,ジャパンマテリアル株式会社,http://www.japanmaterial.co.jp,"5: 300億円以上~1,000億円未満",,【300億未満】148億円（2025年3月期・単体）,× 300億未満。自社HP会社概要。2025年3月期売上高148億円。https://www.japanmaterial.co.jp/about
001Nn00000ht0vN,9122001021517,八城観光開発株式会社,http://www.yashirogroup.co.jp/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HP・公的公開情報を確認したが、直近3期の八城観光開発株式会社売上高を承認ソースで確認できず。http://www.yashirogroup.co.jp/
001Nn00000ht0ve,5400002011941,株式会社カネマン,https://p-kaneman.co.jp/about.php#,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HP・公的公開情報を確認したが、直近3期の株式会社カネマン売上高を承認ソースで確認できず。二次情報の190億円は不採用。https://p-kaneman.co.jp/about.php
001Nn00000ht0wd,6120001142526,株式会社日本オカダエンタープライズ,https://www.okada-ep.co.jp/,"6: 1,000億円以上",,確認不可,△ 自社HP・公的公開情報を確認したが、直近3期の株式会社日本オカダエンタープライズ売上高を承認ソースで確認できず。https://www.okada-ep.co.jp/
001Nn00000ht0wm,1120001046302,株式会社メタルワン鉄鋼製品販売,http://www.mtlosp.co.jp/about_us/index.html,"5: 300億円以上~1,000億円未満",,対象外（吸収合併により消滅）,× gBizINFOで2026年4月13日、合併による解散・登記閉鎖を確認。株式会社として現存しないため対象外。https://info.gbiz.go.jp/hojin/financialstatement?kessanJohoId=bcd86a23-f36e-4e97-8372-e15c15c6f781
001Nn00000ht0xk,4430001029116,株式会社ツルハホールディングス,https://www.tsuruha-hd.co.jp/company/overview/,"6: 1,000億円以上",,"1兆4,505.85億円（2026年2月期・連結）","○ 自社HP会社概要。持株会社として2026年2月期連結売上高1,450,585百万円。https://www.tsuruha-hd.co.jp/company/overview/"
001Nn00000ht0yV,8140001013211,神果神戸青果株式会社,http://www.kobe-shinka.co.jp/,"5: 300億円以上~1,000億円未満",,確認不可,△ 自社HP・公的公開情報を確認したが、直近3期の神果神戸青果株式会社売上高を承認ソースで確認できず。http://www.kobe-shinka.co.jp/
